GeneID	CommonName	OligosNum	OligosIDs	OligosSites	P-values	log2(MeanRatios)	Description
At5g47225		1	35725061,	19191027,	0.00097,	1.1,	hypothetical protein 
At5g47260		1	35725086,	19206578,	0.00023,	1.2,	disease resistance protein (CC-NBS-LRR class), putative domain signature CC-NBS-LRR exists, suggestive of a disease resistance protein.
At5g47400		1	35725151,	19246100,	1.3e-05,	2.4,	hypothetical protein  
At5g47530		1	35725227,	19297444,	0.00079,	1,	auxin-responsive protein, putative similar to auxin-induced protein AIR12 (GI:11357190) [Arabidopsis thaliana]; similar to stromal cell derived factor receptor 2 (GI:20381292) [Mus musculus]
At5g47780		1	35725340,	19365102,	0.00033,	1.5,	glycosyl transferase family 8 protein contains Pfam profile: PF01501 glycosyl transferase family 8; strong similarity to unknown protein (emb|CAB71043.1)
At5g48120		1	35725585,	19532148,	0.00076,	1.4,	expressed protein low similarity to MMS19 [Mus musculus] GI:14029390
At5g48200		1	35725632,	19562285,	0.00012,	1.2,	hypothetical protein  
At5g48540		1	35725828,	19687737,	4.4e-05,	1.6,	33 kDa secretory protein-related contains Pfam PF01657: Domain of unknown function, duplicated in 33 KDa secretory proteins
At5g49020		1	35726131,	19888564,	0.00011,	1.6,	protein arginine N-methyltransferase family protein similar to protein arginine methyltransferase [Mus musculus] GI:5257221
At5g49280		1	35726299,	19995095,	3.3e-05,	1.6,	hydroxyproline-rich glycoprotein family protein contains proline-rich extensin domains, INTERPRO:IPR002965
At5g49480		1	35726438,	20087075,	0.00017,	1.1,	sodium-inducible calcium-binding protein (ACP1) / sodium-responsive calcium-binding protein (ACP1) identical to NaCl-inducible Ca2+-binding protein GI:2352828 from [Arabidopsis thaliana]
At5g49555		1	35726502,	20128164,	0.00051,	1.1,	amine oxidase-related contains Pfam profile PF01593: amine oxidase, flavin-containing
At5g49690		1	35726622,	20207767,	0.00054,	1,	UDP-glucoronosyl/UDP-glucosyl transferase family protein contains Pfam profile: PF00201 UDP-glucoronosyl and UDP-glucosyl transferase
At5g49700		1	35726625,	20209637,	0.00031,	1,	DNA-binding protein-related contains Pfam domain PF03479: Domain of unknown function (DUF296), found in AT-hook motifs Pfam:PF02178
At5g49720		1	35726638,	20217845,	0.00056,	1.2,	endo-1,4-beta-glucanase KORRIGAN (KOR) / cellulase (OR16pep) identical to endo-1,4-beta-D-glucanase KORRIGAN [Arabidopsis thaliana] GI:3978258; similar to endo-1,4-beta-D-glucanase; cellulase GI:5689613 from [Brassica napus]; identical to cDNA cellulase (OR16pep)  GI:1022806
At5g50100		1	35726905,	20388834,	2e-05,	1.7,	expressed protein contains Pfam domain PF04134: Protein of unknown function, DUF393
At5g50900		1	35727405,	20724551,	0.00048,	1.2,	armadillo/beta-catenin repeat family protein armadillo/beta-catenin-like repeats, Pfam:PF00514
At5g50920		1	35727426,	20737950,	7.8e-05,	1.6,	ATP-dependent Clp protease ATP-binding subunit / ClpC almost identical to ClpC GI:2921158 from [Arabidopsis thaliana]; contains Pfam profile PF02861: Clp amino terminal domain; contains Pfam profile PF00004: ATPase, AAA family; contains Pfam profile PF02151: UvrB/uvrC motif
At5g50930		1	35727427,	20738370,	4e-05,	1.6,	hypothetical protein similar to unknown protein (emb|CAB61034.1)
At5g51110		1	35727525,	20796335,	0.0004,	1.2,	expressed protein 
At5g51150		1	35727541,	20806113,	0.00019,	1.2,	expressed protein similar to unknown protein (gb|AAD46013.1)
At5g51220		1	35727604,	20840405,	0.00012,	1.3,	ubiquinol-cytochrome C chaperone family protein contains Pfam PF03981: Ubiquinol-cytochrome C chaperone
At5g51500		1	35727767,	20937272,	3.9e-05,	1.5,	pectinesterase family protein contains Pfam profile: PF01095 pectinesterase
At5g51760		1	35727933,	21043882,	0.0003,	1.2,	protein phosphatase 2C, putative / PP2C, putative contains PF00481: Protein phosphatase 2C domain; similar to protein phosphatase 2C (GI:10432446) [Nicotiana tabacum]
At5g51820		1	35728002,	21085330,	0.00091,	1.3,	phosphoglucomutase, chloroplast (PGM) (PGMP) / glucose phosphomutase identical to SP|Q9SCY0 Phosphoglucomutase, chloroplast precursor (EC 5.4.2.2) (Glucose phosphomutase) (PGM) {Arabidopsis thaliana}
At5g52300		1	35728266,	21254130,	5e-05,	1.5,	low-temperature-responsive 65 kD protein (LTI65) / desiccation-responsive protein 29B (RD29B) nearly identical to SP|Q04980 Low-temperature-induced 65 kDa protein (Desiccation-responsive protein 29B) {Arabidopsis thaliana}
At5g52420		1	35728333,	21298873,	0.00019,	1.5,	expressed protein 
At5g52450		1	35728349,	21308123,	0.00084,	1.1,	MATE efflux protein-related strong similarity to unknown protein (pir||T02324); contains Pfam profile PF01554 Uncharacterized membrane protein family
At5g52570		1	35728419,	21354441,	2.7e-05,	1.5,	beta-carotene hydroxylase, putative similar to GI:1575296, beta-carotene hydroxylase
At5g52890		1	35728589,	21469980,	0.00071,	1,	AT hook motif-containing protein contains Pfam profile PF02178: AT hook motif
At5g52950		1	35728625,	21494081,	7.4e-05,	1.4,	expressed protein ; expression supported by MPSS
At5g52960		1	35728626,	21494501,	4.1e-05,	1.5,	expressed protein similar to unknown protein (pir |S77140)
At5g52980		1	35728637,	21501008,	0.00025,	1.3,	expressed protein 
At5g53270		1	35728831,	21624248,	0.00032,	1.3,	seed maturation family protein similar to SP|P09444 Late embryogenesis abundant protein D-34 (LEA D-34) {Gossypium hirsutum}; contains Pfam profile PF04927: Seed maturation protein
At5g53300		1	35728869,	21651309,	1.5e-05,	1.7,	ubiquitin-conjugating enzyme 10 (UBC10) E2; identical to gi:297877, SP:P35133
At5g53440		1	35728956,	21705567,	1.3e-05,	1.8,	expressed protein 
At5g53560		1	35729064,	21776499,	0.00062,	1,	cytochrome b5 isoform 1 identical to SP|Q42342 Cytochrome b5 isoform 1 [Arabidopsis thaliana]
At5g53970		1	35729285,	21926551,	0.00011,	1.5,	aminotransferase, putative similar to nicotianamine aminotransferase from Hordeum vulgare [GI:6498122, GI:6469087]; contains Pfam profile PF00155 aminotransferase, classes I and II
At5g54460		1	35729601,	22130422,	0.00043,	1,	wound-responsive protein-related contains weak similarity to KED [Nicotiana tabacum] gi|8096269|dbj|BAA95789
At5g54700		1	35729762,	22244013,	9.7e-05,	1.2,	ankyrin repeat family protein contains ankyrin repeat domains, Pfam:PF00023
At5g54865		1	35729852,	22305453,	0.00029,	1,	
At5g54870		1	35729853,	22306335,	3.4e-05,	1.4,	expressed protein strong similarity to unknown protein (pir||T04825)
At5g54940		1	35729887,	22326718,	0.00058,	1.2,	eukaryotic translation initiation factor SUI1, putative similar to SP|P32911 Protein translation factor SUI1 {Saccharomyces cerevisiae}; contains Pfam profile PF01253: Translation initiation factor SUI1
At5g55090		1	35729970,	22376562,	9.9e-05,	1.4,	protein kinase family protein contains protein kinase domain, Pfam:PF00069
At5g55120		1	35729990,	22386115,	0.00079,	1.2,	expressed protein strong similarity to unknown protein (pir||T04808)
At5g55210		1	35730033,	22414297,	0.00024,	1.7,	expressed protein similar to unknown protein (pir||T04913)
At5g55220		1	35730034,	22414895,	0.00017,	1.2,	trigger factor type chaperone family protein contains Pfam profiles PF05697: Bacterial trigger factor protein (TF), PF05698: Bacterial trigger factor protein (TF) C-terminus, PF00254: peptidyl-prolyl cis-trans isomerase, FKBP-type
At5g55620		1	35730250,	22545871,	0.00021,	1.1,	expressed protein similar to unknown protein (gb|AAF04428.1)
At5g55640		1	35730259,	22551394,	0.00019,	1.2,	expressed protein 
At5g55670		1	35730276,	22564131,	0.0006,	1.1,	RNA recognition motif (RRM)-containing protein  
At5g55730		1	35730299,	22578553,	7.8e-05,	1.3,	fasciclin-like arabinogalactan-protein (FLA1) identical to gi|13377776||AAK20857|13377775|gb|AF333970
At5g55896		1	35730410,	22650644,	0.00014,	1.3,	
At5g55950		1	35730453,	22678661,	8.6e-05,	1.3,	transporter-related low similarity to UDP-sugar transporter [Drosophila melanogaster] GI:14971008, UDP-glucuronic acid transporter [Homo sapiens] GI:11463949
At5g55970		1	35730460,	22682606,	2e-05,	1.7,	zinc finger (C3HC4-type RING finger) family protein contains Pfam profile: PF00097 zinc finger, C3HC4 type (RING finger)
At5g56490		1	35730772,	22889037,	3e-06,	3,	FAD-binding domain-containing protein strong similarity to At1g32300, At2g46740, At2g46750, At2g46760; contains PF01565: FAD binding domain
At5g56760		1	35730909,	22980003,	0.00015,	1.5,	serine O-acetyltransferase (SAT-52) identical to GI:905391
At5g56950		1	35731015,	23049845,	0.00012,	1.3,	nucleosome assembly protein (NAP), putative similar to nucleosome assembly protein 1 [Glycine max] GI:1161252; contains Pfam profile PF00956: Nucleosome assembly protein (NAP)
At5g56975		1	35731048,	23073521,	0.00043,	1.1,	
At5g57040		1	35731097,	23103243,	4e-05,	1.8,	lactoylglutathione lyase family protein / glyoxalase I family protein contains Pfam PF00903: glyoxalase family protein
At5g57170		1	35731220,	23182710,	0.00034,	1.3,	macrophage migration inhibitory factor family protein / MIF family protein contains Pfam profile: PF01187 Macrophage migration inhibitory factor(MIF)
At5g57700		1	35731532,	23393742,	0.00036,	1.1,	BNR/Asp-box repeat family protein contains Pfam PF02012: BNR/Asp-box repeat
At5g57815		1	35731611,	23443549,	0.00086,	1,	cytochrome c oxidase subunit 6b, putative similar to subunit 6b of cytochrome c oxidase [Arabidopsis thaliana] gi|6518353|dbj|BAA87883
At5g57900		1	35731654,	23468272,	1.4e-05,	2.3,	SKP1/ASK1 interacting partner 1 (SKIP1) / SCF (Skp1-cullin-F-box) ubiquitin ligase identical to SKP1 interacting partner 1 GI:10716947 from [Arabidopsis thaliana], PMID:11387208
At5g58380		1	35731904,	23616313,	0.00057,	1.1,	CBL-interacting protein kinase 10 (CIPK10) identical to CBL-interacting protein kinase 10 [Arabidopsis thaliana] gi|13249119|gb|AAK16685; contains Pfam profiles PF00069: Protein kinase domain and PF03822: NAF domain; identical to cDNA CBL-interacting protein kinase 10 (CIPK10) GI:13249118
At5g58450		1	35731948,	23644048,	0.00047,	1.3,	expressed protein predicted proteins from D.melanogaster, C.elegans and S.pombe
At5g58575		1	35732022,	23691225,	0.00082,	1,	expressed protein 
At5g58620		1	35732053,	23710107,	4.4e-05,	1.5,	zinc finger (CCCH-type) family protein contains Pfam domain, PF00642: Zinc finger C-x8-C-x5-C-x3-H type (and similar) and Pfam domain, PF00023: Ankyrin repeat
At5g58650		1	35732066,	23717577,	2.7e-05,	1.8,	expressed protein 
At5g58770		1	35732127,	23751612,	2e-05,	1.9,	dehydrodolichyl diphosphate synthase, putative / DEDOL-PP synthase, putative similar to GI:796076
At5g59570		1	35732552,	24021250,	4.1e-05,	1.5,	myb family transcription factor contains Pfam profile: PF00249 myb-like DNA-binding domain
At5g59750		1	35732661,	24090392,	0.00022,	1.3,	riboflavin biosynthesis protein, putative similar to SP|P50855 Riboflavin biosynthesis protein ribA [Includes: GTP cyclohydrolase II (EC 3.5.4.25); 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase)] {Actinobacillus pleuropneumoniae}; contains Pfam profiles PF00925: GTP cyclohydrolase II, PF00926: 3,4-dihydroxy-2-butanone 4-phosphate synthase
At5g59780	MYB59	1	35732677,	24103010,	0.00015,	1.3,	myb family transcription factor (MYB59) contains PFAM profile: myb DNA binding domain PF00249
At5g59820	RHL41;ZAT12	1	35732701,	24119070,	6.7e-05,	1.8,	zinc finger (C2H2 type) family protein (ZAT12) identical to zinc finger protein ZAT12 [Arabidopsis thaliana] gi|1418325|emb|CAA67232
At5g59900		1	35732739,	24143968,	0.00018,	1.4,	pentatricopeptide (PPR) repeat-containing protein contains Pfam profile PF01535: PPR repeat
At5g59910		1	35732740,	24144385,	0.00057,	1,	histone H2B nearly identical to histone H2B Arabidopsis thaliana GI:2407802; contains Pfam profile PF00125 Core histone H2A/H2B/H3/H4
At5g59930		1	35732750,	24150128,	0.00095,	1.1,	DC1 domain-containing protein / UV-B light-insensitive protein, putative similar to ULI3 (UV-B light insensitive) [Arabidopsis thaliana] GI:17225050; contains Pfam profile PF03107: DC1 domain
At5g59980		1	35732775,	24164210,	0.0001,	1.6,	RNase P subunit p30 family protein contains Pfam PF01876: RNase P subunit p30
At5g60430		1	35733018,	24318386,	0.00049,	1,	expressed protein 
At5g60630		1	35733116,	24387640,	0.00017,	1.4,	expressed protein predicted protein, Arabidopsis thaliana
At5g61440		1	35733636,	24723354,	0.00056,	1.1,	thioredoxin family protein low similarity to thioredoxin [Callithrix jacchus] GI:13560979; contains Pfam profile: PF00085 Thioredoxin
At5g61560		1	35733712,	24769946,	0.00022,	1.3,	protein kinase family protein contains protein kinase domain, Pfam:PF00069
At5g61590		1	35733730,	24782576,	6.7e-05,	1.4,	AP2 domain-containing transcription factor family protein contains Pfam PF00847: AP2 domain
At5g61790		1	35733838,	24847094,	0.00058,	1.6,	calnexin 1 (CNX1) identical to calnexin homolog 1, Arabidopsis thaliana, EMBL:AT08315 [SP|P29402]
At5g61800		1	35733839,	24847688,	0.00055,	1,	pentatricopeptide (PPR) repeat-containing protein contains Pfam profile PF01535: PPR repeat
At5g62020	AT-HSFB2A;HSFB2A	1	35733975,	24933243,	6.8e-05,	1.3,	heat shock factor protein, putative (HSF6) / heat shock transcription factor, putative (HTSF6) identical to heat shock transcription factor 6 (HSF6) SP: Q9SCW4 from [Arabidopsis thaliana] ;contains Pfam profile: PF00447 HSF-type DNA-binding domain
At5g62170		1	35734068,	24995689,	0.00024,	1.2,	expressed protein various predicted proteins, Arabidopsis thaliana
At5g62520		1	35734259,	25115266,	7.2e-05,	1.3,	expressed protein 
At5g62820		1	35734463,	25242326,	5.7e-06,	2.4,	integral membrane protein, putative MtN24, Medicago truncatula, EMBL:MTY15290; contains Pfam PF04535 : Domain of unknown function (DUF588); contains 4 transmembrane domains ; similar to putative ethylene responsive element binding protein (GI:22135858) [Arabidopsis thaliana]
At5g63370		1	35734715,	25404529,	3.3e-05,	1.7,	protein kinase family protein contains protein kinase domain, Pfam:PF00069
At5g63390		1	35734721,	25407922,	0.00034,	1.2,	expressed protein contains Pfam PF03138: Plant protein family. The function of this family of plant proteins is unknown; previously annotated as 'auxin-independent growth promoter-related protein'  based on similarity to axi 1 protein (GB:X80301) (GI:559920) from [Nicotiana tabacum], which, due to scienitific fraud was retracted. Retraction in: Schell J. EMBO J 1999 May 17;18(10):2908. PMID:10400497.; expression supported by MPSS
At5g63520		1	35734787,	25447818,	6.3e-05,	1.5,	F-box family protein similar to unknown protein (pir||S76033) ; similar to SKP1 interacting partner 2 (SKIP2) TIGR_Ath1:At5g67250
At5g63870		1	35734996,	25580327,	0.00099,	1.1,	serine/threonine protein phosphatase (PP7) identical to PP7 [Arabidopsis thaliana] GI:2791900
At5g63980		1	35735071,	25626771,	0.00014,	1.1,	3'(2'),5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase / FIERY1 protein (FRY1) (SAL1) identical to SP|Q42546 3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7) (3'(2'),5- bisphosphonucleoside 3'(2')-phosphohydrolase) (DPNPase) {Arabidopsis thaliana}; identical to cDNA inositol polyphosphate 1-phosphatase FIERY1 (FRY1) GI:15281147
At5g64050		1	35735110,	25650500,	0.00055,	1.1,	glutamate-tRNA ligase family protein / glutamyl-tRNA synthetase family protein similar to SP|P22250 from Bacillus subtilis, SP|P22249 from Bacillus stearothermophilus; contains Pfam tRNA synthetases class I (E and Q), catalytic domain PF00749
At5g64120		1	35735151,	25678260,	6.3e-05,	1.4,	peroxidase, putative identical to peroxidase [Arabidopsis thaliana] gi|1483222|emb|CAA67551
At5g64220		1	35735193,	25703399,	0.00019,	1.5,	calmodulin-binding protein similar to anther ethylene-upregulated calmodulin-binding protein ER1 GI:11612392 from[Nicotiana tabacum]
At5g64320		1	35735256,	25742864,	6.7e-06,	2.6,	pentatricopeptide (PPR) repeat-containing protein contains Pfam profile PF01535: PPR repeat
At5g64430		1	35735320,	25781470,	6.5e-05,	1.8,	octicosapeptide/Phox/Bem1p (PB1) domain-containing protein contains Pfam profile PF00564: PB1 domain
At5g64470		1	35735338,	25793177,	0.00042,	1.2,	expressed protein similar to unknown protein (gb|AAD15463.1)
At5g64505		1	35735352,	25801164,	0.00036,	1.3,	
At5g64510		1	35735353,	25801691,	1.8e-05,	1.9,	expressed protein 
At5g64530	ANAC104;XND1	1	35735368,	25810003,	0.00016,	1.3,	no apical meristem (NAM) family protein contains Pfam PF02365: No apical meristem (NAM) domain; similar to NAM (no apical meristem)
At5g64750	ABR1	1	35735509,	25904613,	0.00086,	1.2,	AP2 domain-containing transcription factor, putative contains similarity to transcription factor
At5g64770		1	35735527,	25917350,	7e-06,	2,	expressed protein  
At5g64810	WRKY51	1	35735537,	25925101,	0.00036,	1.3,	WRKY family transcription factor contains Pfam profile: PF03106 WRKY DNA -binding domain
At5g64840		1	35735559,	25937716,	7.6e-05,	2.5,	ABC transporter family protein 
At5g64910		1	35735592,	25957685,	0.0005,	1.1,	expressed protein  ; expression supported by MPSS
At5g64930		1	35735608,	25965898,	6.1e-05,	1.5,	CPR5 protein, putative Constitutive expressor of Pathogensis Related genes 5 (cpr5); regulator of disease resistance and senescence (Plant J. (2001)26(4)409-420.
At5g64940		1	35735609,	25966392,	6.4e-05,	1.5,	ABC1 family protein contains Pfam domain, PF03109: ABC1 family
At5g64980		1	35735630,	25980388,	0.00053,	1.1,	expressed protein 
